사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-20,7호선,2755,춘의,0 ,0 ,4406 ,1151 ,8337 ,5217 ,22582 ,24727 ,23302 ,49479 ,12270 ,15431 ,7668 ,7397 ,7125 ,5694 ,7921 ,5464 ,8220 ,6991 ,7631 ,6380 ,8342 ,6862 ,9343 ,7639 ,22487 ,9937 ,40560 ,17740 ,14478 ,18008 ,10162 ,10628 ,8740 ,10216 ,4173 ,8070 ,1717 ,5410 ,257 ,2045 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2756,신중동,5 ,0 ,5076 ,1504 ,14865 ,4712 ,42630 ,12536 ,41033 ,39983 ,19317 ,24799 ,13711 ,14241 ,13907 ,11725 ,15362 ,12275 ,15261 ,14320 ,15195 ,14159 ,15962 ,14366 ,16929 ,16944 ,22710 ,21557 ,40012 ,38562 ,17768 ,44202 ,18769 ,20189 ,11528 ,16543 ,9850 ,14961 ,4848 ,10938 ,844 ,3908 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2757,부천시청,9 ,0 ,4593 ,2086 ,13108 ,5590 ,38921 ,12313 ,36558 ,22240 ,16055 ,17180 ,11067 ,10052 ,11408 ,10207 ,12515 ,11350 ,12139 ,13124 ,12226 ,13072 ,13658 ,13667 ,15452 ,15733 ,19063 ,19217 ,24442 ,37231 ,15670 ,38718 ,15653 ,19035 ,11764 ,13795 ,10305 ,11992 ,4139 ,8753 ,581 ,3015 ,0 ,24 ,0 ,0 ,0 ,0 
Feb-20,7호선,2758,상동,9 ,1 ,4002 ,1682 ,13957 ,5263 ,38183 ,10211 ,34593 ,25471 ,16047 ,23900 ,11337 ,14108 ,11898 ,13988 ,14444 ,15713 ,15051 ,17299 ,14935 ,16414 ,16645 ,16265 ,18910 ,17486 ,21721 ,22162 ,28821 ,41679 ,18099 ,36709 ,14960 ,20592 ,16256 ,15235 ,14841 ,13381 ,6034 ,9686 ,1086 ,3320 ,0 ,118 ,0 ,0 ,0 ,0 
Feb-20,7호선,2759,삼산체육관,4 ,0 ,2269 ,298 ,8740 ,1198 ,22767 ,2114 ,20350 ,3929 ,9131 ,2903 ,5655 ,2602 ,5105 ,2684 ,5623 ,3526 ,5380 ,3913 ,4822 ,4207 ,4629 ,4859 ,5084 ,5751 ,5093 ,7836 ,5033 ,15883 ,2967 ,14579 ,1944 ,8891 ,1908 ,7376 ,1375 ,7050 ,689 ,4869 ,142 ,1623 ,0 ,324 ,0 ,0 ,0 ,0 
Feb-20,7호선,2760,굴포천,4 ,0 ,5915 ,487 ,13043 ,3048 ,34122 ,4662 ,34015 ,11038 ,17022 ,8443 ,10055 ,5988 ,9597 ,6038 ,9930 ,7307 ,9753 ,8474 ,8781 ,8746 ,8622 ,9790 ,9788 ,11993 ,10593 ,16985 ,13387 ,34390 ,7566 ,35136 ,5915 ,19947 ,5884 ,16047 ,4966 ,14065 ,2744 ,8853 ,400 ,2797 ,0 ,521 ,0 ,0 ,0 ,0 
Feb-20,7호선,2761,부평구청,24 ,1 ,7163 ,731 ,19549 ,5041 ,62167 ,10634 ,49385 ,12238 ,22142 ,6024 ,12169 ,4751 ,10920 ,5074 ,11855 ,5999 ,10829 ,6985 ,9226 ,7781 ,9025 ,8799 ,10099 ,10350 ,15465 ,15158 ,15145 ,31657 ,8759 ,37269 ,6403 ,22201 ,5495 ,17326 ,4179 ,15278 ,1797 ,10504 ,269 ,3571 ,0 ,1191 ,0 ,0 ,0 ,0 
Feb-20,8호선,2811,암사,9 ,0 ,11824 ,955 ,21197 ,5503 ,70191 ,7127 ,100207 ,16834 ,46244 ,12698 ,23377 ,9868 ,19594 ,11160 ,21150 ,12644 ,20850 ,14770 ,17781 ,15867 ,15858 ,20861 ,17361 ,24023 ,19498 ,33798 ,21379 ,63042 ,12862 ,56874 ,9383 ,30632 ,7734 ,29145 ,5651 ,24337 ,2552 ,15947 ,557 ,4176 ,0 ,738 ,0 ,0 ,0 ,0 
Feb-20,8호선,2812,천호(풍납토성),49 ,1 ,9914 ,1482 ,16334 ,9978 ,40806 ,15226 ,61910 ,29185 ,34793 ,25551 ,19255 ,17854 ,17454 ,17813 ,18942 ,19351 ,20186 ,22541 ,18981 ,23561 ,19470 ,27408 ,21667 ,29638 ,26794 ,40797 ,34754 ,68743 ,22459 ,57541 ,19174 ,29371 ,15797 ,25896 ,12718 ,22688 ,6528 ,13292 ,1343 ,4669 ,0 ,280 ,0 ,0 ,0 ,0 
Feb-20,8호선,2813,강동구청,30 ,0 ,4329 ,913 ,9138 ,4214 ,27333 ,11190 ,39234 ,32883 ,21361 ,13088 ,12419 ,9421 ,10964 ,7957 ,11621 ,9049 ,12352 ,10179 ,11377 ,11218 ,11624 ,11827 ,11951 ,14264 ,16011 ,18217 ,26430 ,31853 ,10839 ,27772 ,7832 ,15619 ,7112 ,13468 ,4869 ,13129 ,1964 ,7016 ,356 ,2514 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,8호선,2814,몽촌토성(평화의문),3 ,0 ,1349 ,901 ,2447 ,4513 ,7511 ,7691 ,12372 ,24549 ,7199 ,13208 ,4686 ,6538 ,4705 ,5287 ,5248 ,5674 ,5709 ,6210 ,6010 ,5730 ,6660 ,5979 ,8314 ,6089 ,11826 ,7341 ,20791 ,11661 ,8709 ,9007 ,5955 ,5741 ,5477 ,4999 ,4099 ,4898 ,2399 ,2438 ,379 ,883 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,8호선,2815,잠실(송파구청),5 ,0 ,1180 ,1889 ,3236 ,8427 ,7155 ,24216 ,11833 ,71991 ,8735 ,41726 ,7803 ,19456 ,9694 ,21006 ,11138 ,21510 ,13869 ,23537 ,17302 ,21446 ,20864 ,22550 ,23777 ,21618 ,34178 ,24908 ,61400 ,33837 ,36774 ,21373 ,30682 ,10907 ,26460 ,8143 ,21799 ,5773 ,7746 ,3064 ,1050 ,1283 ,0 ,67 ,0 ,0 ,0 ,0 
Feb-20,8호선,2816,석촌,1 ,0 ,2752 ,593 ,4599 ,3177 ,14236 ,6492 ,23868 ,20350 ,13051 ,15566 ,8517 ,10102 ,8317 ,8993 ,9410 ,10091 ,10186 ,11073 ,9362 ,11802 ,9798 ,11390 ,10383 ,12872 ,13522 ,14961 ,18381 ,26799 ,10366 ,20790 ,7998 ,11710 ,8242 ,10829 ,6876 ,8959 ,2901 ,6047 ,528 ,2020 ,0 ,77 ,0 ,0 ,0 ,0 
Feb-20,8호선,2817,송파,0 ,0 ,2407 ,583 ,8828 ,3522 ,26708 ,8015 ,35304 ,15692 ,18793 ,9718 ,11359 ,6888 ,10349 ,5987 ,11035 ,7656 ,11195 ,8179 ,10030 ,9259 ,11102 ,9934 ,10265 ,11586 ,12215 ,14627 ,16240 ,26450 ,8201 ,24111 ,5497 ,13281 ,4464 ,12583 ,3124 ,10846 ,1514 ,7578 ,192 ,2018 ,0 ,178 ,0 ,0 ,0 ,0 
Feb-20,8호선,2818,가락시장,9 ,0 ,2301 ,1910 ,4445 ,5421 ,9001 ,11268 ,12759 ,36430 ,8900 ,16547 ,8007 ,10618 ,8686 ,9028 ,8440 ,9510 ,9199 ,9948 ,10208 ,9889 ,11963 ,10250 ,12487 ,10341 ,15212 ,12623 ,27191 ,19538 ,12237 ,15248 ,9984 ,9383 ,10656 ,7677 ,8346 ,6758 ,3917 ,4337 ,846 ,2100 ,0 ,436 ,1 ,0 ,0 ,0 
Feb-20,8호선,2819,문정,7 ,0 ,2258 ,2541 ,5229 ,9553 ,21134 ,31736 ,30407 ,159419 ,18171 ,72580 ,13502 ,24362 ,14109 ,18096 ,15783 ,14843 ,18782 ,19281 ,20868 ,16302 ,23185 ,17167 ,24738 ,16117 ,50486 ,20024 ,121447 ,29335 ,45036 ,25939 ,27114 ,14224 ,24410 ,11357 ,16995 ,11304 ,6525 ,6058 ,902 ,2041 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,8호선,2820,장지,2 ,0 ,5156 ,1716 ,15138 ,7709 ,42184 ,16183 ,55425 ,47419 ,28213 ,31766 ,16303 ,17483 ,15027 ,17334 ,17088 ,18329 ,18427 ,18254 ,17042 ,19640 ,19907 ,20411 ,24442 ,21660 ,29179 ,27093 ,49189 ,46121 ,25845 ,37963 ,19164 ,20595 ,20915 ,17524 ,14101 ,16380 ,4037 ,10111 ,868 ,3458 ,6 ,0 ,3 ,0 ,0 ,0 
Feb-20,8호선,2821,복정,8 ,0 ,3543 ,1651 ,9572 ,7744 ,27740 ,10034 ,39619 ,17738 ,21776 ,9669 ,12133 ,7456 ,9963 ,6542 ,10944 ,8634 ,10604 ,7629 ,10379 ,8878 ,10869 ,8909 ,12697 ,10924 ,18397 ,15315 ,23858 ,30031 ,13669 ,25447 ,8391 ,15051 ,6645 ,12776 ,6247 ,11027 ,2183 ,5379 ,531 ,1300 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,8호선,2822,산성,19 ,0 ,4318 ,761 ,6728 ,5431 ,16430 ,4081 ,23340 ,5561 ,12851 ,4281 ,7399 ,4517 ,6235 ,3899 ,6444 ,4259 ,6422 ,4430 ,5995 ,4973 ,5919 ,6649 ,7258 ,7831 ,8746 ,10032 ,7219 ,16615 ,3442 ,15030 ,2164 ,9725 ,1791 ,9455 ,1287 ,8666 ,632 ,4700 ,161 ,1563 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,8호선,2823,남한산성입구(성남법원.검찰청),24 ,0 ,9054 ,1268 ,17745 ,4559 ,44552 ,9873 ,61020 ,19522 ,31252 ,11241 ,17707 ,8627 ,15738 ,8521 ,15618 ,9031 ,15262 ,11059 ,14355 ,11311 ,13142 ,14925 ,13478 ,16781 ,17006 ,22062 ,21290 ,39247 ,10351 ,35936 ,6378 ,20864 ,4959 ,19938 ,3285 ,19638 ,1688 ,11572 ,313 ,3707 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,8호선,2824,단대오거리,2 ,0 ,7866 ,1510 ,12944 ,5166 ,32677 ,9738 ,41260 ,17062 ,21259 ,8583 ,13018 ,6804 ,12406 ,6662 ,12670 ,8000 ,12529 ,8532 ,11106 ,10040 ,10803 ,12314 ,11529 ,16012 ,14461 ,18058 ,20255 ,32645 ,10465 ,29384 ,6249 ,18141 ,5115 ,15184 ,3627 ,14126 ,1767 ,9153 ,320 ,2698 ,0 ,35 ,0 ,0 ,0 ,0 
Feb-20,8호선,2825,신흥,0 ,0 ,3724 ,573 ,5334 ,2307 ,11664 ,2942 ,15495 ,5635 ,8991 ,4657 ,6054 ,4860 ,5508 ,4677 ,5962 ,5767 ,6228 ,6801 ,6300 ,7715 ,6485 ,7882 ,7293 ,9325 ,7501 ,10103 ,7681 ,15747 ,4853 ,13991 ,4045 ,8387 ,3419 ,7678 ,2498 ,6051 ,1277 ,3944 ,303 ,1162 ,0 ,191 ,0 ,0 ,0 ,0 
Feb-20,8호선,2826,수진,0 ,0 ,3148 ,490 ,5716 ,2213 ,13665 ,2621 ,20305 ,6653 ,11564 ,6083 ,7026 ,5359 ,6457 ,5637 ,7276 ,4925 ,7811 ,6924 ,7068 ,6860 ,7524 ,7747 ,8065 ,7435 ,7981 ,8766 ,7931 ,14291 ,4835 ,12670 ,3982 ,7408 ,3052 ,7254 ,2325 ,6781 ,1172 ,4097 ,219 ,1352 ,2 ,190 ,0 ,0 ,0 ,0 
Feb-20,8호선,2827,모란,20 ,0 ,1732 ,485 ,2436 ,2758 ,8183 ,3518 ,11318 ,6047 ,6042 ,4221 ,4824 ,3943 ,5259 ,4550 ,6166 ,4239 ,6624 ,5189 ,7041 ,5047 ,7634 ,5588 ,8214 ,5646 ,8532 ,6255 ,9326 ,9223 ,5539 ,6283 ,4135 ,3781 ,3990 ,3688 ,3572 ,3198 ,2308 ,1922 ,608 ,1027 ,0 ,321 ,0 ,0 ,0 ,0 
Feb-20,9호선,4101,개화,1 ,0 ,1821 ,163 ,5159 ,1875 ,12226 ,2686 ,8773 ,4825 ,3523 ,2368 ,2353 ,1526 ,2128 ,1588 ,2015 ,1554 ,1997 ,1488 ,1889 ,1492 ,2260 ,1778 ,2971 ,1825 ,4610 ,2527 ,5226 ,4454 ,2305 ,5405 ,1622 ,3283 ,1073 ,2140 ,369 ,1956 ,296 ,1257 ,116 ,501 ,1 ,65 ,0 ,0 ,0 ,0 
Feb-20,9호선,4102,김포공항,26 ,0 ,1499 ,1955 ,3233 ,10377 ,8109 ,14909 ,10544 ,18522 ,7438 ,14195 ,6857 ,13950 ,8126 ,14179 ,7982 ,15610 ,9779 ,17746 ,10808 ,16381 ,12439 ,15413 ,11641 ,17526 ,14987 ,19493 ,19963 ,21963 ,14257 ,16414 ,13470 ,7224 ,12204 ,4241 ,12177 ,3236 ,2655 ,2080 ,149 ,1191 ,0 ,21 ,0 ,0 ,0 ,0 
Feb-20,9호선,4103,공항시장,0 ,0 ,2784 ,279 ,3942 ,1229 ,8001 ,1585 ,9110 ,3481 ,5406 ,2560 ,3912 ,2538 ,3862 ,2573 ,4053 ,2942 ,3775 ,3468 ,3592 ,3679 ,3603 ,4512 ,3492 ,5231 ,3797 ,6224 ,4163 ,9410 ,2613 ,9647 ,2244 ,6223 ,1891 ,5072 ,1554 ,4799 ,803 ,3707 ,163 ,1548 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,9호선,4104,신방화,2 ,0 ,3977 ,666 ,9915 ,2534 ,24452 ,3268 ,25563 ,8216 ,13341 ,5560 ,8923 ,5037 ,7864 ,5262 ,8600 ,6639 ,8743 ,6830 ,7557 ,6764 ,7691 ,9066 ,7709 ,9281 ,8019 ,11863 ,9490 ,21952 ,5389 ,21440 ,4104 ,12393 ,3649 ,10843 ,2967 ,9775 ,1218 ,6363 ,213 ,2323 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4105,마곡나루,7 ,2 ,3153 ,637 ,7466 ,6063 ,23653 ,8468 ,26537 ,29665 ,12307 ,17015 ,8481 ,9942 ,8657 ,7785 ,10135 ,9003 ,10863 ,9588 ,10578 ,9771 ,11662 ,10392 ,13520 ,11235 ,20006 ,16035 ,30134 ,28375 ,15244 ,27028 ,12150 ,15352 ,12410 ,12604 ,10375 ,12672 ,5554 ,8644 ,807 ,3133 ,1 ,157 ,0 ,0 ,0 ,0 
Feb-20,9호선,4106,양천향교,3 ,0 ,3885 ,885 ,8077 ,5021 ,25205 ,7573 ,26134 ,33454 ,13365 ,12211 ,9118 ,6347 ,9325 ,6044 ,10055 ,6964 ,9646 ,7677 ,9406 ,8734 ,10285 ,8788 ,11161 ,10035 ,15106 ,13467 ,27089 ,22469 ,10365 ,23034 ,6353 ,14779 ,5766 ,11914 ,3855 ,12561 ,1747 ,8812 ,412 ,2947 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4107,가양,38 ,0 ,12661 ,1427 ,20946 ,7735 ,68002 ,19681 ,71254 ,37301 ,38174 ,22774 ,24955 ,14720 ,23849 ,15531 ,24958 ,15453 ,24068 ,19479 ,22120 ,20987 ,22599 ,23237 ,24627 ,27493 ,31780 ,33654 ,40976 ,59683 ,19791 ,59604 ,14151 ,33534 ,12064 ,30753 ,9130 ,28077 ,3924 ,17679 ,711 ,5861 ,1 ,148 ,0 ,0 ,0 ,0 
Feb-20,9호선,4108,증미,1 ,1 ,1790 ,721 ,5880 ,2702 ,17686 ,6619 ,18621 ,31805 ,9461 ,10476 ,6940 ,5974 ,6937 ,5190 ,7189 ,6119 ,7682 ,6802 ,7253 ,7106 ,8056 ,8202 ,8680 ,8150 ,11054 ,9233 ,28174 ,17824 ,9072 ,17201 ,5641 ,8291 ,4907 ,7763 ,3509 ,6489 ,1446 ,4405 ,193 ,1291 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4109,등촌,6 ,0 ,4366 ,758 ,10937 ,4570 ,33502 ,7025 ,43284 ,16065 ,18743 ,9905 ,12679 ,7703 ,12108 ,7843 ,12449 ,9066 ,12422 ,10821 ,11619 ,10992 ,11739 ,13670 ,12876 ,14462 ,14269 ,20169 ,17031 ,34233 ,8615 ,32983 ,6508 ,18102 ,5510 ,13860 ,4360 ,13502 ,2414 ,9016 ,428 ,2625 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4110,염창,18 ,1 ,9537 ,556 ,21394 ,4205 ,68143 ,7004 ,76419 ,20418 ,38417 ,10770 ,21793 ,8954 ,18785 ,8728 ,19897 ,11463 ,19269 ,12947 ,15881 ,14171 ,15286 ,17166 ,15389 ,20366 ,17975 ,32954 ,23931 ,60511 ,12812 ,59563 ,9128 ,35832 ,8277 ,29546 ,6579 ,28870 ,3499 ,18973 ,574 ,5799 ,0 ,830 ,0 ,0 ,0 ,0 
Feb-20,9호선,4111,신목동,0 ,0 ,1631 ,283 ,4611 ,1638 ,16551 ,2308 ,16149 ,4502 ,7115 ,2840 ,4359 ,1928 ,3936 ,2345 ,4079 ,2736 ,4138 ,3337 ,3656 ,3160 ,3582 ,3317 ,4244 ,4453 ,4893 ,5840 ,5524 ,11851 ,2817 ,11190 ,1861 ,5928 ,1727 ,6033 ,1685 ,5577 ,690 ,3462 ,191 ,1353 ,0 ,76 ,0 ,0 ,0 ,0 
Feb-20,9호선,4112,선유도,0 ,0 ,1671 ,1525 ,4415 ,4393 ,16228 ,9240 ,18789 ,35485 ,8458 ,14107 ,5705 ,5795 ,5958 ,5436 ,6759 ,5034 ,6654 ,5941 ,6925 ,6179 ,7181 ,6350 ,8893 ,7180 ,15607 ,8787 ,31991 ,15870 ,12399 ,14010 ,6556 ,7370 ,5578 ,6311 ,4290 ,6077 ,1797 ,3766 ,310 ,1537 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4113,당산,27 ,1 ,6375 ,1359 ,15052 ,6527 ,43957 ,12952 ,55474 ,38583 ,30698 ,21243 ,20468 ,14417 ,20759 ,15660 ,22695 ,16034 ,22270 ,17972 ,20603 ,18204 ,20502 ,19338 ,22592 ,21881 ,30059 ,34015 ,44071 ,59049 ,24453 ,49164 ,18306 ,29272 ,17265 ,25939 ,15205 ,25940 ,8207 ,16694 ,1387 ,4809 ,0 ,250 ,0 ,0 ,0 ,0 
Feb-20,9호선,4114,국회의사당,5 ,0 ,816 ,1488 ,1838 ,8007 ,3205 ,37399 ,5730 ,140130 ,5668 ,59985 ,6735 ,21544 ,9682 ,15792 ,11956 ,14062 ,14753 ,15705 ,17096 ,11938 ,19276 ,9290 ,23196 ,8349 ,57893 ,10173 ,105760 ,10132 ,38216 ,6767 ,22823 ,4160 ,21056 ,3421 ,13622 ,2953 ,4914 ,1829 ,798 ,592 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4115,여의도,6 ,0 ,2118 ,1918 ,3750 ,20077 ,7997 ,103287 ,9890 ,145799 ,9612 ,55785 ,9676 ,20648 ,14223 ,20035 ,14610 ,17819 ,18870 ,19738 ,19840 ,17120 ,24295 ,15308 ,32264 ,14840 ,92762 ,16746 ,131072 ,21622 ,58023 ,15572 ,37479 ,8475 ,34476 ,7088 ,22457 ,6603 ,7723 ,3881 ,1100 ,1715 ,0 ,193 ,0 ,0 ,0 ,0 
Feb-20,9호선,4116,샛강,12 ,1 ,1019 ,838 ,1929 ,4457 ,3776 ,12157 ,5149 ,28155 ,3681 ,12893 ,3339 ,6932 ,4033 ,6154 ,4695 ,5461 ,5420 ,5939 ,5999 ,5977 ,7236 ,5106 ,8626 ,5399 ,15054 ,6628 ,25645 ,10435 ,10197 ,6602 ,7194 ,3944 ,6546 ,2898 ,5472 ,2916 ,2645 ,1731 ,629 ,721 ,0 ,9 ,0 ,0 ,0 ,0 
Feb-20,9호선,4117,노량진,122 ,2 ,13171 ,2325 ,20027 ,19696 ,52739 ,44407 ,86338 ,70317 ,45865 ,38602 ,26617 ,23771 ,25892 ,23388 ,30588 ,30757 ,36238 ,34320 ,30492 ,29099 ,30096 ,32270 ,33395 ,36137 ,43728 ,51728 ,60448 ,84519 ,32369 ,61667 ,32168 ,37359 ,38022 ,34859 ,49513 ,33840 ,16736 ,22196 ,1576 ,5650 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4118,노들,9 ,0 ,3045 ,219 ,4405 ,1175 ,14406 ,1953 ,19489 ,3409 ,10552 ,2962 ,6809 ,3155 ,5433 ,2753 ,5969 ,3230 ,5953 ,3983 ,5046 ,3881 ,4537 ,5615 ,4500 ,5681 ,5549 ,7720 ,5334 ,13788 ,3327 ,11592 ,2319 ,6546 ,2023 ,6566 ,1571 ,5903 ,732 ,3758 ,159 ,1077 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4119,흑석(중앙대입구),12 ,0 ,2840 ,763 ,5130 ,4058 ,13736 ,9414 ,20258 ,13292 ,12657 ,12854 ,9416 ,9572 ,9325 ,7887 ,10544 ,9260 ,10761 ,11172 ,10390 ,9390 ,11436 ,11036 ,12573 ,11590 ,16504 ,14926 ,15375 ,23863 ,9162 ,18770 ,7626 ,11330 ,6978 ,9103 ,6883 ,9103 ,3418 ,6725 ,563 ,2006 ,0 ,34 ,2 ,1 ,0 ,0 
Feb-20,9호선,4120,동작(현충원),6 ,0 ,929 ,228 ,1374 ,1108 ,4088 ,1467 ,6413 ,2626 ,3160 ,2079 ,2215 ,1583 ,2234 ,1545 ,2408 ,1369 ,2343 ,1722 ,2239 ,1753 ,2227 ,1529 ,2914 ,1682 ,2734 ,2227 ,3457 ,3955 ,1702 ,3022 ,1263 ,1724 ,1127 ,1677 ,897 ,1714 ,482 ,1105 ,107 ,823 ,0 ,255 ,0 ,0 ,0 ,0 
Feb-20,9호선,4121,구반포,0 ,0 ,493 ,160 ,1279 ,1649 ,3519 ,2566 ,5249 ,6521 ,3536 ,5429 ,2754 ,4031 ,2836 ,3990 ,3655 ,4182 ,4486 ,4946 ,4659 ,4031 ,4954 ,4358 ,5106 ,4069 ,5591 ,4882 ,8191 ,7390 ,4665 ,6043 ,3422 ,3182 ,3340 ,2580 ,2794 ,2873 ,902 ,1809 ,163 ,571 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4122,신반포,2 ,1 ,366 ,204 ,1448 ,1893 ,4205 ,4368 ,6443 ,7651 ,3863 ,5606 ,2952 ,3625 ,2803 ,2656 ,3611 ,2813 ,3959 ,3670 ,3617 ,3312 ,4433 ,3621 ,4800 ,3182 ,6176 ,4244 ,7316 ,6337 ,4312 ,5349 ,2670 ,2739 ,2342 ,2561 ,1690 ,2443 ,742 ,1659 ,129 ,456 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4123,고속터미널,10 ,0 ,1657 ,1133 ,4006 ,10582 ,12570 ,15152 ,17775 ,26003 ,13270 ,25292 ,11051 ,25251 ,12839 ,25132 ,15409 ,26306 ,16825 ,28138 ,17835 ,27776 ,19747 ,29049 ,22722 ,29038 ,25875 ,32327 ,28209 ,39047 ,23621 ,28131 ,21483 ,16973 ,16763 ,13994 ,13272 ,12330 ,4926 ,6914 ,658 ,1575 ,1 ,2 ,0 ,0 ,0 ,0 
Feb-20,9호선,4124,사평,5 ,0 ,650 ,206 ,2337 ,1964 ,7996 ,3555 ,8994 ,5164 ,5131 ,3062 ,3197 ,2038 ,3004 ,2283 ,3483 ,2748 ,3688 ,3501 ,3224 ,3336 ,3608 ,3318 ,4824 ,3987 ,5883 ,5339 ,6109 ,8762 ,3647 ,7608 ,2051 ,3939 ,1611 ,3666 ,1243 ,3612 ,510 ,2048 ,128 ,686 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,9호선,4125,신논현,16 ,0 ,5098 ,1739 ,12847 ,14005 ,28046 ,42546 ,40039 ,93875 ,26781 ,97078 ,21683 ,50798 ,25222 ,39447 ,31335 ,38706 ,36202 ,45963 ,37633 ,41536 ,42588 ,39065 ,50812 ,42551 ,71402 ,52511 ,107235 ,88145 ,76699 ,63810 ,56206 ,29560 ,62908 ,23871 ,58787 ,19678 ,30072 ,12327 ,5340 ,2953 ,2 ,624 ,0 ,0 ,0 ,0 
Feb-20,공항철도 1호선,4201,서울역,76 ,0 ,3535 ,942 ,4352 ,8728 ,9922 ,13419 ,14099 ,22261 ,11551 ,16391 ,11896 ,13895 ,16948 ,14074 ,18409 ,14695 ,17219 ,11920 ,13468 ,12440 ,19210 ,12012 ,18262 ,14248 ,22230 ,13736 ,26287 ,16319 ,19270 ,13874 ,13166 ,9185 ,13317 ,7365 ,9201 ,6129 ,4825 ,3258 ,126 ,2202 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,공항철도 1호선,4202,공덕,15 ,0 ,1020 ,123 ,1752 ,1101 ,4956 ,2548 ,5134 ,10157 ,3049 ,5352 ,1982 ,2783 ,2220 ,2828 ,2474 ,2856 ,2366 ,2845 ,2262 ,2850 ,2423 ,3011 ,2745 ,3366 ,3928 ,4872 ,8394 ,9798 ,3904 ,6961 ,2713 ,3692 ,2814 ,3287 ,2197 ,3527 ,1226 ,2376 ,76 ,1022 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,공항철도 1호선,4203,홍대입구,105 ,6 ,3488 ,388 ,4401 ,2553 ,8382 ,5959 ,12206 ,19150 ,9518 ,17878 ,9753 ,13466 ,11790 ,13680 ,12148 ,17911 ,12573 ,18643 ,12615 ,18322 ,14655 ,18259 ,17852 ,18695 ,22366 ,21974 ,28996 ,29730 ,22389 ,22773 ,19451 ,12284 ,22131 ,9938 ,21759 ,8725 ,11240 ,7178 ,1105 ,1956 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,공항철도 1호선,4204,디지털미디어시티,50 ,0 ,2558 ,724 ,4993 ,5096 ,14579 ,22415 ,17082 ,84911 ,9190 ,38065 ,6519 ,12882 ,6971 ,9084 ,7633 ,9594 ,8733 ,10453 ,9572 ,8280 ,11448 ,7832 ,14143 ,8471 ,30592 ,11168 ,83263 ,18960 ,34533 ,14725 ,18769 ,7966 ,16585 ,6463 ,12654 ,6062 ,5939 ,3883 ,662 ,1975 ,0 ,2 ,0 ,0 ,0 ,0 
Feb-20,공항철도 1호선,4206,마곡나루,3 ,0 ,898 ,624 ,2256 ,6954 ,8070 ,13891 ,10070 ,41281 ,4715 ,21101 ,2726 ,6017 ,3281 ,3105 ,3742 ,3547 ,3963 ,3865 ,3777 ,3519 ,5960 ,3310 ,10346 ,3757 ,32138 ,5206 ,33986 ,9271 ,14502 ,7088 ,8605 ,3896 ,6707 ,3493 ,4033 ,3502 ,1745 ,2309 ,287 ,1631 ,0 ,0 ,0 ,0 ,0 ,0 
