사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2020-02,7호선,2727,군자(능동),314065,240302,57605,51096
2020-02,7호선,2728,어린이대공원(세종대),264343,256809,28301,28284
2020-02,7호선,2729,건대입구,289068,316672,39284,35840
2020-02,7호선,2730,뚝섬유원지,147444,143065,29004,29311
2020-02,7호선,2731,청담,441348,502614,59408,56983
2020-02,7호선,2732,강남구청,361623,408724,37669,37700
2020-02,7호선,2733,학동,520328,567830,47663,44429
2020-02,7호선,2734,논현,460219,511617,41518,41074
2020-02,7호선,2735,반포,126529,123778,24976,23868
2020-02,7호선,2736,고속터미널,371768,307738,53157,47090
2020-02,7호선,2737,내방,293497,304311,48328,47570
2020-02,7호선,2738,이수,356603,351654,56492,54236
2020-02,7호선,2739,남성,230640,210955,52486,52413
2020-02,7호선,2740,숭실대입구(살피재),257161,254783,42561,44088
2020-02,7호선,2741,상도,223775,213870,42648,40560
2020-02,7호선,2742,장승배기,205906,197652,54680,55275
2020-02,7호선,2743,신대방삼거리,349435,328847,68200,69552
2020-02,7호선,2744,보라매,202060,201371,36334,35540
2020-02,7호선,2745,신풍,224908,212592,47654,48483
2020-02,7호선,2746,대림(구로구청),160672,159767,23188,22304
2020-02,7호선,2747,남구로,341003,364251,45003,45147
2020-02,7호선,2748,가산디지털단지,979194,988569,63530,60450
2020-02,7호선,2749,철산,488215,502360,73115,73886
2020-02,7호선,2750,광명사거리,493326,478501,112339,114720
2020-02,7호선,2751,천왕,207590,188260,39109,38875
2020-02,7호선,2752,온수(성공회대입구),224614,209401,29828,29035
2020-02,7호선,2753,까치울,161497,153377,18745,18681
2020-02,7호선,2754,부천종합운동장,100006,82622,13056,12810
2020-02,7호선,2755,춘의,205412,200993,24309,23493
2020-02,7호선,2756,신중동,316162,314190,39420,38234
2020-02,7호선,2757,부천시청,261287,261844,38039,36550
2020-02,7호선,2758,상동,296115,304983,35714,35700
2020-02,7호선,2759,삼산체육관,100881,89105,17829,17310
2020-02,7호선,2760,굴포천,196563,208507,25539,26248
2020-02,7호선,2761,부평구청,269292,217512,22773,21051
2020-02,8호선,2811,암사,388805,335287,76454,75712
2020-02,8호선,2812,천호(풍납토성),373750,440284,65578,62582
2020-02,8호선,2813,강동구청,211565,217530,47581,48261
2020-02,8호선,2814,몽촌토성(평화의문),108986,117317,22862,22020
2020-02,8호선,2815,잠실(송파구청),309490,363086,47190,45641
2020-02,8호선,2816,석촌,156524,185449,36770,39244
2020-02,8호선,2817,송파,177914,168825,40908,39866
2020-02,8호선,2818,가락시장,150725,174380,44070,44880
2020-02,8호선,2819,문정,456623,477854,44465,44425
2020-02,8호선,2820,장지,383259,364884,54402,52265
2020-02,8호선,2821,복정,226608,191201,33160,30933
2020-02,8호선,2822,산성,109609,105072,25191,27389
2020-02,8호선,2823,남한산성입구(성남법원.검찰청),275367,242636,58850,57048
2020-02,8호선,2824,단대오거리,210216,198899,52112,50948
2020-02,8호선,2825,신흥,86686,94704,33929,35691
2020-02,8호선,2826,수진,101024,90310,36100,35446
2020-02,8호선,2827,모란,74959,59362,38544,27567
2020-02,9호선,4101,개화,53224,37169,9510,7587
2020-02,9호선,4102,김포공항,175816,232951,12527,13675
2020-02,9호선,4103,공항시장,55048,61406,17712,19303
2020-02,9호선,4104,신방화,135973,132682,33413,33393
2020-02,9호선,4105,마곡나루,235387,235432,18313,18134
2020-02,9호선,4106,양천향교,184524,191184,31834,32532
2020-02,9호선,4107,가양,414599,401321,96180,93490
2020-02,9호선,4108,증미,138269,139518,31903,32846
2020-02,9호선,4109,등촌,197349,197787,58516,59583
2020-02,9호선,4110,염창,371474,358563,51529,51064
2020-02,9호선,4111,신목동,79664,71061,13775,13096
2020-02,9호선,4112,선유도,157007,151827,19157,18566
2020-02,9호선,4113,당산,410815,403808,49610,45495
2020-02,9호선,4114,국회의사당,343820,348466,41218,35250
2020-02,9호선,4115,여의도,519744,504041,32499,30228
2020-02,9호선,4116,샛강,108630,115796,19666,19557
2020-02,9호선,4117,노량진,638842,647808,67298,69101
2020-02,9호선,4118,노들,87556,73199,23611,21767
2020-02,9호선,4119,흑석(중앙대입구),154977,164323,40612,41826
2020-02,9호선,4120,동작(현충원),34985,27356,9334,7837
2020-02,9호선,4121,구반포,54773,58243,16821,17019
2020-02,9호선,4122,신반포,53826,54543,14053,13847
2020-02,9호선,4123,고속터미널,265934,380502,34590,39643
2020-02,9호선,4124,사평,59446,58888,11877,11934
2020-02,9호선,4125,신논현,781554,797662,45399,43126
2020-02,공항철도 1호선,4201,서울역,244813,205926,22556,21167
2020-02,공항철도 1호선,4202,공덕,52579,69109,5071,6246
2020-02,공항철도 1호선,4203,홍대입구,266273,267400,12650,12068
2020-02,공항철도 1호선,4204,디지털미디어시티,297700,271562,18768,17449
2020-02,공항철도 1호선,4206,마곡나루,154776,140430,7034,6937
2020-02,공항철도 1호선,4207,김포공항,221245,136879,12710,8871
2020-02,공항철도 1호선,4208,계양,214782,195515,18650,17646
2020-02,공항철도 1호선,4209,검암,177621,170153,13010,12788
2020-02,공항철도 1호선,4210,청라국제도시,147018,137862,7589,7504
2020-02,공항철도 1호선,4211,운서,163958,172719,16695,16581
2020-02,공항철도 1호선,4212,공항화물청사,53023,59460,7523,7214
2020-02,공항철도 1호선,4213,인천공항1터미널,302900,290040,16302,14754
2020-02,공항철도 1호선,4215,인천공항2터미널,113655,94828,8278,6894
2020-02,공항철도 1호선,4217,영종,54744,55960,11385,11792
2020-02,9호선2~3단계,4126,언주,213622,214559,19865,19599
2020-02,9호선2~3단계,4127,선정릉,199146,215453,17180,17916
2020-02,9호선2~3단계,4128,삼성중앙,136953,143091,16626,16517
2020-02,9호선2~3단계,4129,봉은사,371804,374838,33710,31856
2020-02,9호선2~3단계,4130,종합운동장,95320,90597,12555,11311
2020-02,9호선2~3단계,4131,삼전,130262,127786,25600,24667
2020-02,9호선2~3단계,4132,석촌고분,109833,108877,22335,22607
2020-02,9호선2~3단계,4133,석촌,157573,133571,21825,18886
2020-02,9호선2~3단계,4134,송파나루,87006,93649,18195,18263
2020-02,9호선2~3단계,4135,한성백제,44685,39672,9442,8690
2020-02,9호선2~3단계,4136,올림픽공원(한국체대),127627,125205,13583,13102
2020-02,9호선2~3단계,4137,둔촌오륜,16719,16201,4193,4254
2020-02,9호선2~3단계,4138,중앙보훈병원,164614,143925,53272,53682
2020-02,우이신설선,4701,북한산우이,39915,33182,25573,26458
2020-02,우이신설선,4702,솔밭공원,36123,33719,21142,22046
2020-02,우이신설선,4703,4.19민주묘지,39903,38727,25455,23601
2020-02,우이신설선,4704,가오리,62825,59400,34107,36203
2020-02,우이신설선,4705,화계,49641,43982,30963,31787
2020-02,우이신설선,4706,삼양,27809,29674,20507,23236
2020-02,우이신설선,4707,삼양사거리,31650,32127,27385,28336
2020-02,우이신설선,4708,솔샘,107751,97692,27789,28725
2020-02,우이신설선,4709,북한산보국문,110302,101322,31739,32796
2020-02,우이신설선,4710,정릉,70549,64048,33544,32195
2020-02,우이신설선,4711,성신여대입구(돈암),54338,64694,22848,21724
2020-02,우이신설선,4712,보문,25341,25949,11802,12573
2020-02,우이신설선,4713,신설동,32004,34486,19022,16967
